Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,,
20,15.72499048,Si1,2.453613854,Si1,2.946297473,2.498806103,0,354.3964287,246.3858116,-0.000383975,0.055396182,1050.323025,285.4,109,,
21,14.54523908,Si1,1.800429488,PU,1.954835035,0.967459446,0,378.6270346,266.4285765,0.002481367,0.055399518,1148.717581,230.3,99.1,,
1,8.27662426,Si1,1.166548289,PU,2.995672396,2.387368423,1,331.8561448,957.0786489,0.000593297,0.042519583,829.1097639,166.000001,72.6,Itr_16,
2,15.86274599,Si1,0.918069875,PU,2.870828239,0.953858634,0,426.4311918,276.6931944,-0.000387419,0.055256731,1363.862595,233.5,101.3,,
3,8.093385496,Si1,1.394519012,Si1,1.225921519,1.448523677,1,317.5143614,822.4795289,0.004443249,0.04230746,777.8630954,159.000001,72.2,,
4,15.98332879,Si1,1.141935211,Si1,1.171545223,1.408994018,0,430.8326495,282.2818234,-0.000390433,0.055080328,1344.297385,230.7,96.8,,
5,8.161608144,Si1,1.160909938,Si1,2.896501964,1.339494291,1,319.0586287,604.6303771,0.00019489,0.038393379,809.3422103,159.000001,72.6,,
6,15.6324481,Si1,0.952265005,PU,2.963728783,1.948806947,0,426.246431,283.5966968,0.000381661,0.05522961,1347.39614,251.9,100.9,,
7,11.1184586,Si1,1.473157369,Si1,1.143645422,2.175804408,0,359.4767527,283.5397036,0.000268812,0.055437585,940.5095702,191.6,79.7,,
8,9.091073863,Si1,1.23643932,PU,2.484794632,1.899976789,1,338.5215313,593.4130464,0.001090634,0.042098463,868.5336819,177.000001,75.3,,
9,13.14861815,Si1,1.181509734,Si1,1.430012807,0.712743345,0,387.4137141,283.0344906,-0.000319565,0.055232629,1176.668259,205.9,92.5,,
10,12.64066419,Si1,1.300850342,Si1,1.292510009,1.313394875,0,381.8112763,283.2006727,0.000306867,0.055367994,1056.875227,200.8,84.9,,
11,10.9602052,Si1,1.150389381,PU,2.100612604,2.029302064,0,368.0535592,284.1623947,0.000264855,0.055294946,1010.609117,198.1,83.7,,
12,11.35890508,Si1,1.43778949,Si1,1.172546061,1.998552144,0,364.307542,283.6531401,0.000274823,0.055232275,960.6687922,193.6,80.5,,
13,12.96886939,Si1,0.895448,PU,2.994399525,2.474422772,0,402.4993654,282.2668355,-0.000315072,0.05516124,1164.075972,220.3,90.2,,
14,15.8005804,Si1,1.041905626,PU,2.29445959,1.621305414,0,430.361816,279.3654806,-0.000385865,0.05514638,1381.949881,244,100.4,,
15,13.88669698,Si1,0.873605712,Si1,2.599465872,2.465591285,0,407.2682195,283.5305983,-0.000338018,0.055129418,1200.553905,230.4,94.2,,
16,11.9489912,Si1,0.899154855,PU,2.862917587,2.062136159,0,388.8886012,320.5766677,-0.001447874,0.055259604,1102.339296,206.9,85.3,,
17,9.991417206,Si1,1.2159632,Si1,2.014251717,2.342704432,0,349.2354242,283.2154471,0.00216572,0.055423083,913.4571501,191,80.1,,
18,13.97578224,Si1,1.156231323,PU,1.582098494,1.699895374,1,408.5925266,679.3460223,0.029601272,0.032323228,1264.349155,208.000001,95.3,,
19,9.481266474,Si1,0.988819363,Si1,2.670690301,2.272800704,1,348.679187,542.5335535,-0.000683645,0.039423543,913.4748815,180.000001,76,,
20,15.7041596,Si1,2.467473806,Si1,1.116048272,0.556773253,0,355.2352171,251.2238664,-0.000383454,0.055358688,1044.366892,237,100.8,,
21,12.00361924,Si1,2.34717716,Si1,2.02176454,2.279084143,0,321.9170951,253.2190436,-0.001454702,0.055389345,851.0222382,238.4,91.1,,
1,12.15894585,Si1,1.067939742,PU,1.972705092,2.194000242,0,389.4009964,283.8764629,-0.001474118,0.055168599,1135.974389,208,86.4,Itr_17,
2,9.437119428,Si1,1.253654134,PU,2.591155115,0.619548725,1,331.2768926,557.5806969,0.002948114,0.037871926,877.8189375,175.000001,78.2,,
3,12.00863753,Si1,1.120717107,PU,1.827677741,1.964901077,1,384.4369067,649.7089764,-0.045697354,0.03230832,1094.148472,195.000001,87.2,,
4,9.233173383,Si1,1.216140869,PU,2.886362756,0.731224327,0,330.0215738,319.9877616,0.000221679,0.055238227,871.4939255,166.6,75.8,,
5,8.934216198,Si1,1.447688477,Si1,1.356330003,0.682598683,1,319.2029698,652.8104706,0.001071028,0.040056429,814.4621261,171.000001,76.8,,
6,14.80510294,Si1,0.763418851,Si1,2.909485514,1.79073149,0,416.9430074,284.3531055,-0.000360978,0.05518429,1266.815762,240.7,97.1,,
7,9.377410965,Si1,1.225467831,Si1,2.414727994,0.622984077,1,326.5660461,903.4256193,0.000675856,0.046183476,871.9162273,181.000001,76.5,,
8,10.76837052,Si1,0.882377893,Si1,2.857869092,1.570151883,0,362.6766007,321.7384052,0.001300296,0.055316281,990.1523423,184.1,82.5,,
9,15.90311093,Si1,1.097598429,PU,1.464992584,1.071934089,1,430.1198721,546.9191535,-0.00349585,0.037677492,1445.957053,216.000001,105.3,,
10,10.92235594,Si1,1.234404606,PU,1.853932259,0.842639225,1,356.6724242,898.7107,-0.006069907,0.04143371,996.0723178,192,83.8,,
11,11.2642987,Si1,1.108089185,PU,2.010253225,1.949621899,1,373.2336488,575.4439858,0.017709738,0.026973293,1045.512379,195.000001,84.2,,
12,15.57145583,Si1,1.084475579,PU,1.42081362,0.571017409,0,425.5833552,283.0065529,0.000380137,0.055119828,1418.410727,226.5,103.8,,
13,15.98628496,Si1,0.961835657,PU,2.595376951,1.906988428,0,433.7299402,279.751788,-0.000390507,0.05508549,1389.224688,251.9,102.2,,
14,13.7852997,Si1,1.108206188,Si1,1.560860807,2.087501164,0,406.6023517,282.8546807,-0.000335483,0.055259565,1229.539942,225.3,94.4,,
15,11.82704959,Si1,0.938357956,PU,2.434778763,2.330201679,1,388.3003877,792.0737,0.03065831,0.03008526,1110.989808,206,85.1,,
16,9.859081424,Si1,1.089292179,Si1,2.368620814,2.449887847,0,350.5526342,315.9103509,0.000711981,0.047228073,923.1054762,180.6,78.4,,
17,12.91270507,Si1,1.154652764,Si1,1.376641734,0.659713552,1,385.7722368,524.1669493,-0.042345129,0.034817106,1172.159198,202.000001,91.4,,
18,9.05315452,Si1,1.260306073,PU,2.39284574,1.887457921,1,336.4078243,907.0568944,0.000217179,0.039743711,863.0011972,172.000001,75.3,,
19,8.076631316,Si1,1.37293216,Si1,1.926121702,0.534831954,0,307.4891988,317.9050338,-0.000578297,0.043757825,770.7449697,157.6,73,,
20,9.798289068,Si1,2.480347935,Si1,1.247132985,1.855696199,0,289.0767436,255.4757527,0.002122265,0.055339448,718.6948437,197.4,77.6,,
1,11.03852093,Si1,0.885696601,Si1,2.975813562,0.52739497,0,358.2464849,284.8477838,0.002401317,0.055231739,1004.818275,192.8,83.1,Itr_18,
2,12.30540703,Si1,0.825828412,Si1,2.731627629,0.647330437,0,380.9307145,284.85134,0.001492426,0.055210636,1097.163729,195.1,88.3,,
3,15.93465389,Si1,0.920287733,PU,2.835237092,1.5419642,1,428.3380518,654.8691325,0.001946081,0.034640246,1382.768256,226.000001,101.8,,
4,12.46827981,Si1,0.798846346,Si1,2.852215537,0.612732114,0,385.2217126,283.0642794,0.001512785,0.055282687,1108.554179,199.3,88.9,,
5,11.785279,Si1,0.889593852,Si1,2.592229015,0.688800345,0,372.7726373,329.0571691,0.039681995,0.032259463,1062.674788,191.3,85.4,,
6,15.85765817,Si1,0.679022379,Si1,2.977801623,0.850048526,0,423.1004298,282.2221458,-0.000387292,0.055247697,1353.281223,238.7,99,,
7,11.85678597,Si1,0.861838406,Si1,2.637348535,0.770717522,1,374.4096431,569.9378033,0.04107956,0.034759628,1066.884161,184.000001,85.4,,
8,9.553732852,Si1,1.100153447,Si1,2.867102159,0.827694883,0,333.7989566,284.9281556,0.002067239,0.05531319,882.8100557,184.8,75.3,,
9,8.748941342,Si1,1.142449805,Si1,2.765288025,2.020784781,0,330.6522555,317.6716385,0.000209574,0.042124274,852.0009675,168.1,74.4,,
10,8.349968407,Si1,1.161709344,Si1,2.770860079,2.196689438,0,326.0137711,316.3282285,-0.000199599,0.040119449,826.2436602,167,73.3,,
11,8.893699168,Si1,1.153927471,Si1,2.657702739,1.913233235,0,332.4308747,317.2828315,-0.000213193,0.041572538,859.5960457,171.9,74.9,,
12,15.2628164,Si1,0.946267266,PU,2.759566164,1.322400192,1,420.9041001,560.6031437,-0.000372421,0.026441856,1325.45864,237.000001,99,,
13,9.462424856,Si1,1.396911744,PU,1.947165445,0.530092853,0,327.0645939,320.5749555,0.002046695,0.055266671,866.4275575,168.4,79.3,,
14,15.97332733,Si1,0.923629738,Si1,1.859329157,1.308848672,0,430.9469717,279.5107929,-0.000390183,0.055062828,1399.574127,242.7,101.6,,
15,13.95497946,Si1,1.138598869,PU,1.75252238,2.343165439,0,411.5008615,284.3107325,0.002378072,0.055267685,1270.349213,224.3,94.3,,
16,11.9784753,Si1,0.935290537,Si1,2.245515586,2.360492096,0,385.791543,284.913977,-0.001451559,0.055329628,1090.278745,209.9,86.2,,
17,9.977450465,Si1,0.95494434,Si1,2.985473931,1.428465763,1,348.6229351,991.016277,0.001201431,0.046855819,930.2165133,185.000001,79.2,,
18,8.173884492,Si1,1.151476233,PU,2.908136552,2.35854047,1,334.291144,958.1606647,0.000195197,0.033769081,824.4413881,153.000001,72.6,,
19,12.99539424,Si1,1.349705779,Si1,1.182586755,0.632927725,0,380.9261799,283.1011133,-0.000315735,0.055218932,1079.380497,194.5,86.6,,
20,8.129552056,Si1,2.482542318,PU,2.974564206,2.359482706,0,271.5088972,248.8495986,0.000194089,0.055310603,648.4465889,194.9,75,,
21,9.003208845,Si1,1.722657373,PU,2.749990234,2.218417872,0,312.832782,271.2033788,0.00021593,0.055389072,788.3316462,191.1,76.1,,
